% Tiempo en UTC
% *Espacios sin datos estan marcados con NaN (not a number)
%año  mes dia hora min sec BV(volts) Temp DO Q
%
2025  1 16 20 20  0 2.84 12.410 10.076 1.004
2025  1 16 20 25  0 2.84 12.374 10.083 1.004
2025  1 16 20 30  0 2.84 12.365 10.090 1.005
2025  1 16 20 35  0 2.84 12.321 10.090 1.004
2025  1 16 20 40  0 2.84 12.294 10.085 1.004
2025  1 16 20 45  0 2.84 12.285 10.091 1.004
2025  1 16 20 50  0 2.84 12.250 10.096 1.004
2025  1 16 20 55  0 2.84 12.214 10.112 1.004
2025  1 16 21  0  0 2.84 12.197 10.118 1.004
2025  1 16 21  5  0 2.84 12.126 10.126 1.004
2025  1 16 21 10  0 2.84 12.108 10.144 1.004
2025  1 16 21 15  0 2.84 12.090 10.144 1.004
2025  1 16 21 20  0 2.84 12.001 10.168 1.004
2025  1 16 21 25  0 2.84 11.983 10.179 1.004
2025  1 16 21 30  0 2.84 11.939 10.194 1.005
2025  1 16 21 35  0 2.84 11.894 10.202 1.005
2025  1 16 21 40  0 2.84 11.850 10.190 1.004
2025  1 16 21 45  0 2.84 11.823 10.194 1.004
2025  1 16 21 50  0 2.84 11.778 10.211 1.004
2025  1 16 21 55  0 2.84 11.716 10.237 1.005
2025  1 16 22  0  0 2.84 11.680 10.233 1.004
2025  1 16 22  5  0 2.84 11.644 10.224 1.004
2025  1 16 22 10  0 2.84 11.573 10.270 1.005
2025  1 16 22 15  0 2.84 11.519 10.276 1.005
2025  1 16 22 20  0 2.84 11.465 10.297 1.005
2025  1 16 22 25  0 2.84 11.402 10.285 1.004
2025  1 16 22 30  0 2.84 11.366 10.319 1.005
2025  1 16 22 35  0 2.84 11.330 10.319 1.004
2025  1 16 22 40  0 2.84 11.277 10.322 1.004
2025  1 16 22 45  0 2.84 11.232 10.328 1.004
2025  1 16 22 50  0 2.84 11.205 10.350 1.005
2025  1 16 22 55  0 2.84 11.160 10.352 1.005
2025  1 16 23  0  0 2.84 11.087 10.368 1.004
2025  1 16 23  5  0 2.84 11.078 10.365 1.004
2025  1 16 23 10  0 2.84 11.006 10.392 1.005
2025  1 16 23 15  0 2.84 10.979 10.408 1.005
2025  1 16 23 20  0 2.84 10.907 10.408 1.004
2025  1 16 23 25  0 2.84 10.880 10.408 1.004
2025  1 16 23 30  0 2.84 10.826 10.445 1.005
