	2024	1	16	18   00	0.36		50.17	16	18   30	0.37	50.99	   	16	19   00	0.36	50.17									
	2024	1	16	19   30	0.35		49.34	16	20   00	0.37	50.99	   	16	20   30	0.35	49.34									
	2024	1	16	21   00	0.36		50.17	16	21   30	0.34	48.55	   	16	22   00	0.37	50.99									
	2024	1	16	22   30	0.35		49.34	16	23   00	0.36	50.17	   	16	23   30	0.34	48.55									
	2024	1	17	00   00	0.36		50.17	17	00   30	0.34	48.55	   	17	01   00	0.34	48.55									
	2024	1	17	01   30	0.35		49.34	17	02   00	0.34	48.55	   	17	02   30	0.35	49.34									
	2024	1	17	03   00	0.33		47.76	17	03   30	0.36	50.17	   	17	04   00	0.35	49.34									
	2024	1	17	04   30	0.36		50.17	17	05   00	0.34	48.55	   	17	05   30	0.36	50.17									
	2024	1	17	06   00	0.36		50.17	17	06   30	0.35	49.34	   	17	07   00	0.36	50.17									
	2024	1	17	07   30	0.35		49.34	17	08   00	0.38	51.82	   	17	08   30	0.35	49.34									
	2024	1	17	09   00	0.38		51.82	17	09   30	0.35	49.34	   	17	10   00	0.38	51.82									
	2024	1	17	10   30	0.36		50.17	17	11   00	0.35	49.34	   	17	11   30	0.36	50.17									
	2024	1	17	12   00	0.34		48.55	17	12   30	0.34	48.55	   	17	13   00	0.34	48.55									
	2024	1	17	13   30	0.36		50.17	17	14   00	0.34	48.55	   	17	14   30	0.36	50.17									
	2024	1	17	15   00	0.32		46.97	17	15   30	0.34	48.55	   	17	16   00	0.35	49.34									
	2024	1	17	16   30	0.33		47.76	17	17   00	0.33	47.76	   	17	17   30	0.32	46.97									
	2024	1	17	18   00	0.35		49.34	17	18   30	0.32	46.97	   	17	19   00	0.35	49.34									
	2024	1	17	19   30	0.34		48.55	17	20   00	0.36	50.17	   	17	20   30	0.34	48.55									
	2024	1	17	21   00	0.34		48.55	17	21   30	0.35	49.34	   	17	22   00	0.34	48.55									
	2024	1	17	22   30	0.35		49.34	17	23   00	0.33	47.76	   	17	23   30	0.35	49.34									
	2024	1	18	00   00	0.33		47.76	18	00   30	0.36	50.17	   	18	01   00	0.32	46.97									
	2024	1	18	01   30	0.34		48.55	18	02   00	0.34	48.55	   	18	02   30	0.31	46.18									
